	mt	wt	WW1	WD1
GRMZM2G393334	31.1689	18.5268	18.5268	31.1689
GRMZM2G088994	0	0	0	0
GRMZM2G700040	0	0	0	0
GRMZM2G009335	67.2298	31.7692	31.7692	67.2298
GRMZM2G069098	0.0756242	0.280295	0.280295	0.0756242
GRMZM2G090217	31.7199	36.6302	36.6302	31.7199
GRMZM2G012584	5.69375	12.1716	12.1716	5.69375
GRMZM2G084821	0.700075	8.06214	8.06214	0.700075
GRMZM2G007260	43.7282	42.5386	42.5386	43.7282
GRMZM2G308365	0	0	0	0
GRMZM2G095090	1.60589	2.93007	2.93007	1.60589
GRMZM5G802971	0	0.0167418	0.0167418	0
GRMZM2G428071	4.373	5.21254	5.21254	4.373
GRMZM2G034575	19.934	17.2753	17.2753	19.934
GRMZM2G348151	0	0	0	0
GRMZM2G168079	34.1321	5.03152	5.03152	34.1321
GRMZM2G080387	0.662715	3.12818	3.12818	0.662715
GRMZM2G120962	0	0.0127301	0.0127301	0
GRMZM2G038730	3.08245	1.76541	1.76541	3.08245
GRMZM5G857351	61.0761	51.2975	51.2975	61.0761
GRMZM2G154489	48.7757	41.7742	41.7742	48.7757
GRMZM2G135800	0	0	0	0
GRMZM2G022275	42.7663	60.0007	60.0007	42.7663
GRMZM5G818978	11.2532	6.35425	6.35425	11.2532
GRMZM2G078118	3.98403	1.14273	1.14273	3.98403
AC186156.3_FG004	0.50799	0	0	0.50799
GRMZM2G110145	1.19173	5.02979	5.02979	1.19173
GRMZM2G057910	8.98912	20.5161	20.5161	8.98912
GRMZM2G151564	17.6077	10.831	10.831	17.6077
GRMZM2G177885	24.5361	27.4083	27.4083	24.5361
GRMZM2G022442	0.65445	0.0274675	0.0274675	0.65445
GRMZM2G325474	0	0	0	0
GRMZM2G159535	82.9312	20.235	20.235	82.9312
GRMZM2G177617	7.69468	9.45495	9.45495	7.69468
GRMZM2G180612	19.4508	9.90288	9.90288	19.4508
GRMZM2G041167	0	0	0	0
GRMZM2G090887	6.97023	6.00032	6.00032	6.97023
GRMZM2G448925	76.0218	0.640543	0.640543	76.0218
GRMZM2G063055	0	0	0	0
GRMZM2G083081	30.3709	21.7026	21.7026	30.3709
GRMZM2G007685	0	0	0	0
GRMZM2G087097	3.01981	1.05944	1.05944	3.01981
GRMZM2G162079	26.6838	16.5926	16.5926	26.6838
GRMZM2G179002	23.7654	17.4407	17.4407	23.7654
GRMZM2G350818	13.9635	14.3689	14.3689	13.9635
GRMZM2G049915	0.266666	6.40727	6.40727	0.266666
GRMZM2G153200	0	0	0	0
GRMZM2G104419	4.58412	5.36051	5.36051	4.58412
GRMZM2G050460	29.3021	87.6802	87.6802	29.3021
GRMZM2G541730	0	0	0	0
GRMZM2G333448	0.239919	0.165185	0.165185	0.239919
GRMZM5G800598	64.6146	33.286	33.286	64.6146
GRMZM5G877590	0	0	0	0
GRMZM2G034188	0	0	0	0
GRMZM5G848285	0	0	0	0
GRMZM2G440882	0.15277	0.428332	0.428332	0.15277
GRMZM2G027282	60.0978	91.6943	91.6943	60.0978
GRMZM2G079617	2.96941	18.1552	18.1552	2.96941
GRMZM5G826194	11.2821	5.57807	5.57807	11.2821
GRMZM2G163079	0	0	0	0
GRMZM6G709972	13.8918	11.7677	11.7677	13.8918
GRMZM2G469371	3.2681	0.527467	0.527467	3.2681
GRMZM5G815098	0	0	0	0
GRMZM2G342217	0	0	0	0
GRMZM2G166963	214.141	300.841	300.841	214.141
AC207309.3_FG010	0	0	0	0
GRMZM2G020295	32.1154	23.4466	23.4466	32.1154
GRMZM2G086052	27.8097	21.8386	21.8386	27.8097
GRMZM2G100543	1.96483	1.45418	1.45418	1.96483
GRMZM2G105608	0	0	0	0
GRMZM2G409722	0.0331735	0	0	0.0331735
GRMZM2G043147	1058.16	49.2674	49.2674	1058.16
GRMZM2G053514	32.0444	17.9097	17.9097	32.0444
zma-MIR528a	0	12.8733	12.8733	0
GRMZM2G702017	1.59144	2.88613	2.88613	1.59144
AC226225.1_FG004	0	0	0	0
GRMZM2G085460	4.29685	33.5257	33.5257	4.29685
GRMZM2G073842	0.426281	0.301558	0.301558	0.426281
AC187910.5_FG002	0	0	0	0
GRMZM2G419455	0.189496	0	0	0.189496
GRMZM2G086637	68.2926	126.465	126.465	68.2926
GRMZM2G117956	0.663861	47.5823	47.5823	0.663861
AC204292.4_FG006	0.0622002	0.0146366	0.0146366	0.0622002
GRMZM2G462924	0	0	0	0
GRMZM2G001164	0	0	0	0
GRMZM2G438606	6.16276	5.91214	5.91214	6.16276
AC207814.3_FG002	0	0	0	0
GRMZM2G069146	0.0769986	0.195368	0.195368	0.0769986
GRMZM2G143211	31.6262	19.9991	19.9991	31.6262
GRMZM5G855094	1.66796	2.07731	2.07731	1.66796
AC226225.1_FG008	0	0	0	0
GRMZM5G834539	0	0	0	0
GRMZM2G137451	34.0104	33.9655	33.9655	34.0104
GRMZM2G172322	35.0758	19.0134	19.0134	35.0758
GRMZM2G154870	0	0	0	0
GRMZM2G160351	58.1913	136.628	136.628	58.1913
GRMZM5G890625	5.04922	4.23237	4.23237	5.04922
GRMZM2G103748	0	0	0	0
GRMZM2G025903	0	0	0	0
AC206611.3_FG002	0	0	0	0
GRMZM2G064969	0	0	0	0
AC198979.4_FG009	0	0	0	0
GRMZM2G113078	0.065749	0.05711	0.05711	0.065749
GRMZM2G035248	0.54326	0.162891	0.162891	0.54326
GRMZM5G822563	32.0411	46.8855	46.8855	32.0411
GRMZM2G052515	8.29445	18.2763	18.2763	8.29445
GRMZM2G102580	28.17	43.3355	43.3355	28.17
GRMZM2G700662	0	0	0	0
GRMZM2G383404	0.276857	2.34917	2.34917	0.276857
GRMZM2G031323	0.0403569	0	0	0.0403569
GRMZM2G150319	77.7037	31.7808	31.7808	77.7037
GRMZM2G701333	0	0	0	0
GRMZM2G110324	0	0	0	0
GRMZM2G008226	40.3682	36.9163	36.9163	40.3682
GRMZM2G132169	0	0.102022	0.102022	0
GRMZM2G430482	0.054232	0.00861784	0.00861784	0.054232
GRMZM2G300771	0	0	0	0
GRMZM2G392918	8.12131	15.52	15.52	8.12131
GRMZM2G161450	6.53347	6.46324	6.46324	6.53347
GRMZM5G897673	4.93656	8.23555	8.23555	4.93656
GRMZM2G136800	33.8184	28.7602	28.7602	33.8184
GRMZM2G110584	4.65544	6.80295	6.80295	4.65544
GRMZM2G045109	0	0	0	0
GRMZM2G701994	0	0	0	0
GRMZM2G056145	38.7242	26.0864	26.0864	38.7242
GRMZM2G104907	31.2985	40.7115	40.7115	31.2985
GRMZM5G828887	92.6272	115.399	115.399	92.6272
GRMZM2G591714	0	0	0	0
GRMZM2G162529	0	0.00898165	0.00898165	0
GRMZM2G700872	0	0	0	0
GRMZM5G861959	0.17706	0.140283	0.140283	0.17706
GRMZM2G038384	12.1499	17.657	17.657	12.1499
GRMZM6G105548	4.22247	3.94605	3.94605	4.22247
GRMZM2G047296	0	0	0	0
GRMZM2G360021	0	0	0	0
GRMZM2G004959	66.6481	122.758	122.758	66.6481
GRMZM2G428964	7.40269	14.9625	14.9625	7.40269
GRMZM2G146206	5.7795	22.529	22.529	5.7795
GRMZM2G427486	0	0	0	0
GRMZM2G013890	89.1615	35.7814	35.7814	89.1615
GRMZM2G122337	0.0445079	0.0447491	0.0447491	0.0445079
AC204893.3_FG001	0	0	0	0
GRMZM2G378852	0	0	0	0
GRMZM2G474297	0	0	0	0
GRMZM5G888886	0	0	0	0
GRMZM2G129929	0	0.122188	0.122188	0
GRMZM2G341959	23.1314	6.61467	6.61467	23.1314
GRMZM2G057408	25.8725	20.4307	20.4307	25.8725
zma-MIR159h	0	0	0	0
GRMZM2G050458	0	0.105718	0.105718	0
GRMZM2G056826	0.0348505	0	0	0.0348505
GRMZM2G168588	23.5643	73.287	73.287	23.5643
GRMZM2G317900	35.9991	20.8243	20.8243	35.9991
GRMZM2G467528	0.192273	0.263587	0.263587	0.192273
AC200171.2_FG001	0	0	0	0
GRMZM2G167283	9.45131	12.2421	12.2421	9.45131
GRMZM5G892289	0	0	0	0
GRMZM2G059252	6.9237	3.13686	3.13686	6.9237
GRMZM2G067508	0.598942	0.542691	0.542691	0.598942
GRMZM2G104768	0.150397	0.403635	0.403635	0.150397
GRMZM2G020742	4.44549	1.71761	1.71761	4.44549
GRMZM2G171181	223.796	613.965	613.965	223.796
GRMZM2G116327	6.96263	8.87822	8.87822	6.96263
GRMZM2G136734	0.18716	0.214429	0.214429	0.18716
GRMZM2G043396	1.45564	0.0693156	0.0693156	1.45564
GRMZM2G403010	0	0	0	0
GRMZM2G313184	0	0	0	0
GRMZM2G374385	13.8458	29.3677	29.3677	13.8458
GRMZM2G337706	0	0	0	0
AC205574.3_FG006	0.844371	5.9923	5.9923	0.844371
GRMZM2G446218	0	0	0	0
GRMZM2G515150	0	0	0	0
GRMZM2G447857	10.0816	7.24948	7.24948	10.0816
AC199541.4_FG007	0.0532761	0.425362	0.425362	0.0532761
GRMZM2G069486	29.0409	11.2386	11.2386	29.0409
GRMZM2G023335	90.0707	19.7433	19.7433	90.0707
GRMZM2G358931	10.2847	69.6699	69.6699	10.2847
GRMZM5G816243	0	0	0	0
GRMZM2G420407	1.40279	0.0890316	0.0890316	1.40279
GRMZM5G842348	0	0	0	0
GRMZM2G047905	0	0	0	0
GRMZM2G028500	20.232	35.8434	35.8434	20.232
GRMZM2G587327	13.3529	17.8267	17.8267	13.3529
GRMZM2G052442	0	0	0	0
GRMZM2G049913	141.017	18.8123	18.8123	141.017
GRMZM2G101702	0	0	0	0
GRMZM2G054224	0.0366977	0.265181	0.265181	0.0366977
GRMZM2G111850	0	0	0	0
GRMZM2G048912	13.2471	11.096	11.096	13.2471
GRMZM2G097788	0	0	0	0
GRMZM2G015432	140.317	23.5646	23.5646	140.317
GRMZM2G049588	19.8423	7.94614	7.94614	19.8423
GRMZM2G068436	0.108519	0.128377	0.128377	0.108519
GRMZM2G378607	0.257747	0.0332349	0.0332349	0.257747
GRMZM2G115916	0	0	0	0
GRMZM2G029058	79.5105	16.6797	16.6797	79.5105
GRMZM2G125738	0	0	0	0
GRMZM2G386987	0	0	0	0
GRMZM2G036508	0	0	0	0
GRMZM2G169702	0	0	0	0
GRMZM2G100431	14.9983	26.6204	26.6204	14.9983
GRMZM2G168629	60.4597	51.944	51.944	60.4597
GRMZM2G093900	72.5582	50.5542	50.5542	72.5582
GRMZM2G042992	36.3788	99.722	99.722	36.3788
GRMZM2G015232	0	0	0	0
GRMZM2G033523	0	0	0	0
AC205713.4_FG004	0	0	0	0
GRMZM2G067919	578.684	3.96239	3.96239	578.684
GRMZM2G033339	0	0	0	0
GRMZM2G151653	22.7035	16.2085	16.2085	22.7035
GRMZM2G100495	0	0	0	0
GRMZM2G382747	0	0	0	0
GRMZM2G417164	0	0	0	0
GRMZM2G436649	0	0	0	0
GRMZM5G870629	2.33573	7.43965	7.43965	2.33573
GRMZM2G011151	0	0.0212734	0.0212734	0
GRMZM2G023906	9.48426	8.16181	8.16181	9.48426
GRMZM2G116557	84.9407	105.526	105.526	84.9407
GRMZM5G801939	2.83988	2.48296	2.48296	2.83988
GRMZM2G375302	0.0249329	0.00985156	0.00985156	0.0249329
GRMZM5G892025	5.02142	6.74321	6.74321	5.02142
GRMZM2G135385	0	0	0	0
GRMZM2G122239	6.59552	10.5922	10.5922	6.59552
GRMZM2G051793	2.16474	4.49891	4.49891	2.16474
GRMZM2G015349	0	0	0	0
GRMZM2G104283	10.1989	10.641	10.641	10.1989
GRMZM2G008792	0	0.137999	0.137999	0
GRMZM2G084606	37.3973	30.7304	30.7304	37.3973
AC234575.1_FG008	0	0	0	0
GRMZM6G982453	5.65836	9.47053	9.47053	5.65836
GRMZM2G061292	6.31813	5.06388	5.06388	6.31813
GRMZM2G407650	0	0	0	0
GRMZM2G430029	1.95708	1.50462	1.50462	1.95708
GRMZM2G050697	2.50677	0.95854	0.95854	2.50677
AC225193.3_FG004	10.0162	6.19302	6.19302	10.0162
GRMZM2G463630	0	0	0	0
GRMZM2G536644	6.40183	8.26668	8.26668	6.40183
GRMZM2G148796	25.8937	26.8402	26.8402	25.8937
GRMZM5G873519	0.368769	0.0734875	0.0734875	0.368769
GRMZM2G056842	0	0	0	0
GRMZM2G417255	0.847168	0.978044	0.978044	0.847168
GRMZM2G086401	0	0.11488	0.11488	0
GRMZM5G829946	18.64	3.14459	3.14459	18.64
GRMZM2G337701	0	0	0	0
GRMZM2G344276	0	0	0	0
GRMZM2G176558	8.86631	5.3722	5.3722	8.86631
GRMZM2G113603	0	0	0	0
GRMZM5G821527	0.0294307	0.236542	0.236542	0.0294307
GRMZM2G180071	0.0383979	0.0208658	0.0208658	0.0383979
GRMZM2G130065	0	0	0	0
GRMZM2G046065	10.7916	15.2069	15.2069	10.7916
GRMZM2G096470	15.5046	22.9678	22.9678	15.5046
GRMZM2G454327	0	0	0	0
GRMZM2G126990	41.0524	42.8423	42.8423	41.0524
GRMZM2G055578	54.4111	27.7056	27.7056	54.4111
GRMZM2G319603	0.019094	0.0120031	0.0120031	0.019094
GRMZM2G034015	73.2428	126.473	126.473	73.2428
GRMZM2G160211	35.4439	16.2042	16.2042	35.4439
GRMZM2G164612	0	0	0	0
GRMZM2G059964	7.24578	8.83988	8.83988	7.24578
GRMZM5G852378	0.167487	0.358323	0.358323	0.167487
GRMZM2G062031	0	0	0	0
GRMZM2G022996	0	0	0	0
GRMZM5G883075	0	0	0	0
GRMZM2G073916	3.969	4.15851	4.15851	3.969
GRMZM2G124876	2.17381	3.13784	3.13784	2.17381
GRMZM2G470653	0.0347695	0	0	0.0347695
GRMZM2G057590	4.79828	5.12594	5.12594	4.79828
GRMZM2G382785	0	0.0345848	0.0345848	0
GRMZM2G348578	3.37645	14.9658	14.9658	3.37645
GRMZM2G171232	24.268	22.0388	22.0388	24.268
GRMZM2G151983	14.5467	12.9772	12.9772	14.5467
GRMZM2G162052	2.44614	1.44082	1.44082	2.44614
GRMZM2G472449	1.56396	1.5471	1.5471	1.56396
GRMZM2G150656	11.7826	28.0478	28.0478	11.7826
GRMZM2G080222	51.1091	116.455	116.455	51.1091
GRMZM2G435689	0	0	0	0
GRMZM2G408174	38.259	62.783	62.783	38.259
GRMZM2G059643	34.2468	18.0722	18.0722	34.2468
GRMZM2G307252	24.2064	36.4919	36.4919	24.2064
GRMZM2G121117	16.7081	5.99915	5.99915	16.7081
GRMZM2G336824	0	0.0749547	0.0749547	0
GRMZM2G003724	2.72103	2.14116	2.14116	2.72103
GRMZM2G026793	81.91	32.3294	32.3294	81.91
GRMZM2G077922	33.7859	13.5677	13.5677	33.7859
GRMZM5G834596	0.189581	0.203607	0.203607	0.189581
AC205976.3_FG004	0	0	0	0
GRMZM2G045421	26.4958	12.0525	12.0525	26.4958
GRMZM2G162724	0.0493261	0.015966	0.015966	0.0493261
GRMZM2G542994	138.089	108.225	108.225	138.089
GRMZM2G122615	0.135547	0	0	0.135547
GRMZM5G884912	0	0	0	0
GRMZM2G468717	0.0404086	0.0539039	0.0539039	0.0404086
GRMZM2G004847	36.7522	34.9193	34.9193	36.7522
GRMZM2G055162	0	0	0	0
GRMZM2G175875	0	0.221327	0.221327	0
GRMZM2G487359	0	0	0	0
GRMZM2G123065	0	0	0	0
GRMZM2G093096	82.3724	47.9509	47.9509	82.3724
GRMZM2G151476	0	0	0	0
GRMZM2G120463	0	0	0	0
GRMZM2G379773	0	0	0	0
GRMZM5G869269	0	0	0	0
GRMZM2G041685	0.0669817	0	0	0.0669817
GRMZM2G354834	0.0992137	0.155715	0.155715	0.0992137
GRMZM2G132248	0	0	0	0
GRMZM2G318156	0	0	0	0
GRMZM2G049340	1.51453	5.64675	5.64675	1.51453
GRMZM2G425647	0.188029	0.242041	0.242041	0.188029
GRMZM2G080843	0.42342	2.06529	2.06529	0.42342
GRMZM2G094353	42.2207	171.156	171.156	42.2207
GRMZM5G856738	27.484	28.0752	28.0752	27.484
GRMZM2G169326	14.4441	11.1231	11.1231	14.4441
GRMZM2G010342	23.0584	12.9048	12.9048	23.0584
GRMZM2G063316	16.3388	11.9369	11.9369	16.3388
GRMZM2G079352	16.7118	26.5827	26.5827	16.7118
GRMZM2G300348	13.4559	8.62993	8.62993	13.4559
GRMZM2G063756	48.9305	106.794	106.794	48.9305
GRMZM2G026672	20.0517	12.0229	12.0229	20.0517
GRMZM2G148441	0	0.0245814	0.0245814	0
GRMZM2G177451	0	0	0	0
GRMZM2G073380	0	0	0	0
GRMZM5G848516	10.4229	10.6245	10.6245	10.4229
GRMZM2G412281	0	0	0	0
GRMZM2G368491	0.288147	1.62712	1.62712	0.288147
GRMZM2G085827	6.46125	9.82981	9.82981	6.46125
GRMZM2G166355	67.4548	45.3145	45.3145	67.4548
GRMZM2G078806	83.0537	0.0743583	0.0743583	83.0537
GRMZM2G178509	0.29727	0.310385	0.310385	0.29727
GRMZM2G127162	1.51847	1.59765	1.59765	1.51847
GRMZM2G046348	33.5186	58.9161	58.9161	33.5186
AC208892.3_FG005	0.080797	0	0	0.080797
GRMZM2G163217	0	0	0	0
GRMZM2G319684	0	0	0	0
AC206946.2_FG009	0	0	0	0
GRMZM2G700901	0	0	0	0
GRMZM2G028980	33.2642	21.4807	21.4807	33.2642
GRMZM2G480903	0	0.0448806	0.0448806	0
GRMZM2G006977	6.52202	10.1965	10.1965	6.52202
GRMZM2G139082	0.180564	0	0	0.180564
GRMZM2G431066	0	0	0	0
GRMZM6G791392	142.753	168.881	168.881	142.753
GRMZM2G427404	0.00817949	0.0215291	0.0215291	0.00817949
GRMZM2G085921	0.721275	0.258024	0.258024	0.721275
GRMZM2G105256	0.0199899	0.065007	0.065007	0.0199899
GRMZM2G144853	33.8308	18.2239	18.2239	33.8308
GRMZM2G022310	7.27571	8.02945	8.02945	7.27571
GRMZM2G424181	165.941	43.6332	43.6332	165.941
zma-MIR169m	0	0	0	0
GRMZM2G701127	0	0	0	0
GRMZM2G108384	18.7413	15.7125	15.7125	18.7413
GRMZM2G034079	0	0	0	0
GRMZM2G475984	0.0531045	0	0	0.0531045
GRMZM2G004380	0	0	0	0
GRMZM2G155437	32.0453	52.4258	52.4258	32.0453
GRMZM2G110816	0.456059	0	0	0.456059
GRMZM2G172239	6.7335	11.528	11.528	6.7335
GRMZM2G445461	0.0412711	0	0	0.0412711
GRMZM5G897626	0	0	0	0
GRMZM2G046252	0	0	0	0
GRMZM2G104942	16.2483	26.41	26.41	16.2483
GRMZM2G333619	0	0	0	0
GRMZM5G805585	20.4098	36.8007	36.8007	20.4098
GRMZM5G829840	316.655	528.394	528.394	316.655
GRMZM2G064657	0.0101751	0.00472945	0.00472945	0.0101751
AC214503.3_FG008	0	0	0	0
GRMZM2G358311	9.92618	9.62721	9.62721	9.92618
GRMZM5G803556	5.53369	4.196	4.196	5.53369
GRMZM2G041015	41.2178	27.1506	27.1506	41.2178
GRMZM2G172386	0	0	0	0
GRMZM2G307823	0	0	0	0
GRMZM2G321153	10.1657	15.3374	15.3374	10.1657
GRMZM2G407861	0.345237	0.254594	0.254594	0.345237
GRMZM5G825834	0	0	0	0
GRMZM2G180021	11.0805	77.6489	77.6489	11.0805
GRMZM2G060253	24.6268	89.2588	89.2588	24.6268
GRMZM2G090788	27.7456	6.55573	6.55573	27.7456
GRMZM2G561067	1.29571	1.139	1.139	1.29571
GRMZM2G700146	1.0531	0.285876	0.285876	1.0531
GRMZM2G027551	0.284771	0.309961	0.309961	0.284771
GRMZM2G476107	2.98066	1.62321	1.62321	2.98066
GRMZM2G373589	0	0	0	0
GRMZM2G034947	23.9435	18.03	18.03	23.9435
GRMZM2G137435	6.09904	11.7079	11.7079	6.09904
AC194438.3_FG005	0	0	0	0
GRMZM2G462690	0	0	0	0
GRMZM2G028794	0.490872	1.31847	1.31847	0.490872
GRMZM2G320307	23.4626	12.8399	12.8399	23.4626
GRMZM2G063550	0.0364964	0.032973	0.032973	0.0364964
GRMZM2G423975	0	0	0	0
GRMZM2G075144	0	0	0	0
GRMZM5G801241	42.055	103.816	103.816	42.055
GRMZM2G064352	0	0	0	0
GRMZM2G041799	31.7644	21.4718	21.4718	31.7644
GRMZM2G051192	0.278114	0.0412024	0.0412024	0.278114
GRMZM2G148180	18.6188	16.9752	16.9752	18.6188
GRMZM2G140317	0	0	0	0
GRMZM2G019991	7.96597	11.7098	11.7098	7.96597
GRMZM2G338916	173.9	92.9503	92.9503	173.9
GRMZM6G684317	0.0549233	0	0	0.0549233
GRMZM2G316345	0	0	0	0
GRMZM5G862193	0	0	0	0
GRMZM2G019180	5.11652	16.5143	16.5143	5.11652
GRMZM2G046005	38.8631	61.8008	61.8008	38.8631
GRMZM2G700021	0.785055	0.703288	0.703288	0.785055
GRMZM2G364597	5.88126	16.5166	16.5166	5.88126
GRMZM2G315079	0	0	0	0
GRMZM2G379563	0.0223905	0.0401963	0.0401963	0.0223905
AC188023.3_FG011	0	0	0	0
GRMZM2G420469	6.30945	5.93475	5.93475	6.30945
GRMZM2G017533	0.210189	0.085658	0.085658	0.210189
AC184112.4_FG010	0	0	0	0
GRMZM2G178062	0	0	0	0
GRMZM2G439203	21.5391	14.7201	14.7201	21.5391
GRMZM2G046086	0	0	0	0
GRMZM5G815323	12.0703	17.8162	17.8162	12.0703
GRMZM2G022699	0	0.0305732	0.0305732	0
GRMZM2G301908	0	0	0	0
GRMZM2G438301	0.872598	0	0	0.872598
GRMZM2G431723	0.00715042	0.0409858	0.0409858	0.00715042
GRMZM2G045294	3.30268	10.6889	10.6889	3.30268
GRMZM2G061728	5.53107	17.4083	17.4083	5.53107
GRMZM2G103873	31.9376	70.5166	70.5166	31.9376
GRMZM2G369956	14.0203	14.4431	14.4431	14.0203
GRMZM2G036880	0	0	0	0
GRMZM2G134634	0	0	0	0
GRMZM2G057260	0.0137913	0	0	0.0137913
AC203208.4_FG001	0	0	0	0
GRMZM5G822376	1.33584	0.0693717	0.0693717	1.33584
GRMZM2G005016	0.99473	0.718859	0.718859	0.99473
GRMZM2G053991	7.19438	3.3084	3.3084	7.19438
GRMZM2G701342	0	0	0	0
GRMZM6G534641	0.836216	1.78775	1.78775	0.836216
GRMZM2G145236	155.046	84.0192	84.0192	155.046
AC205122.4_FG006	0	0	0	0
AC166636.1_FG008	0.334293	0.95435	0.95435	0.334293
GRMZM2G031591	8.9007	15.3748	15.3748	8.9007
GRMZM2G129792	0	0.0120005	0.0120005	0
AC197118.3_FG005	21.7237	19.4208	19.4208	21.7237
GRMZM2G069758	17.6874	12.6606	12.6606	17.6874
GRMZM2G107444	173.931	127.023	127.023	173.931
GRMZM2G339009	0	0	0	0
GRMZM2G110858	0.550468	1.76133	1.76133	0.550468
GRMZM2G352381	0	0	0	0
GRMZM2G434203	0	0	0	0
GRMZM5G852663	0	0	0	0
GRMZM5G888860	2.0357	1.16112	1.16112	2.0357
GRMZM2G365961	3.21229	2.64881	2.64881	3.21229
GRMZM2G470673	0	0	0	0
GRMZM2G100318	10.0635	5.73015	5.73015	10.0635
GRMZM2G161493	13.7794	13.3865	13.3865	13.7794
GRMZM2G426229	82.0172	52.7922	52.7922	82.0172
GRMZM2G167856	56.8148	104.004	104.004	56.8148
GRMZM2G061938	24.0438	54.6348	54.6348	24.0438
GRMZM2G064475	0	0	0	0
AC200753.3_FG003	0.0186114	0.0756425	0.0756425	0.0186114
GRMZM2G145012	23.8898	23.4396	23.4396	23.8898
GRMZM2G169535	9.40207	0	0	9.40207
GRMZM2G156543	9.15541	10.6807	10.6807	9.15541
GRMZM2G423898	0	0	0	0
GRMZM2G002427	35.384	23.1643	23.1643	35.384
GRMZM5G816582	0.0118403	0	0	0.0118403
GRMZM2G703944	0	0	0	0
GRMZM2G481261	7.60148	1.65865	1.65865	7.60148
GRMZM2G336065	78.2446	78.1086	78.1086	78.2446
GRMZM2G002858	7.15809	10.7022	10.7022	7.15809
GRMZM2G162388	0.0789622	0.124096	0.124096	0.0789622
GRMZM2G022710	0.125671	0.028974	0.028974	0.125671
GRMZM2G044301	2.44987	6.33033	6.33033	2.44987
GRMZM2G078612	0	0	0	0
AC233850.1_FG009	0.368772	2.80549	2.80549	0.368772
GRMZM2G390207	0	0	0	0
AC234521.1_FG004	0	0	0	0
GRMZM2G172342	571.628	856.199	856.199	571.628
GRMZM2G434519	0	0.063776	0.063776	0
GRMZM2G069295	0.84281	2.49829	2.49829	0.84281
GRMZM2G166873	14.2947	15.6177	15.6177	14.2947
GRMZM2G116137	0	0.237386	0.237386	0
GRMZM2G113244	54.1628	17.369	17.369	54.1628
GRMZM2G052616	6.63757	0.820655	0.820655	6.63757
GRMZM2G466345	0.0170815	0.0133379	0.0133379	0.0170815
GRMZM2G087041	0.677763	1.45098	1.45098	0.677763
GRMZM5G808756	904.784	160.771	160.771	904.784
AC233936.1_FG003	7.65691	4.76363	4.76363	7.65691
GRMZM2G008259	51.2568	101.117	101.117	51.2568
GRMZM2G472167	0	0.514518	0.514518	0
GRMZM5G890768	0	0	0	0
GRMZM2G163083	0	0	0	0
GRMZM2G122306	50.8507	67.5924	67.5924	50.8507
GRMZM2G377443	0	0	0	0
GRMZM2G401606	0	0	0	0
GRMZM2G097137	0	0.0521718	0.0521718	0
GRMZM2G090568	0	0	0	0
GRMZM2G114276	5.3807	23.8925	23.8925	5.3807
GRMZM2G314769	0	0	0	0
GRMZM2G489573	0.448593	0.628143	0.628143	0.448593
AC191067.3_FG005	0	0	0	0
GRMZM2G322586	0	0.0871335	0.0871335	0
GRMZM2G066274	0.324511	1.49145	1.49145	0.324511
GRMZM2G035073	0.0501107	0.044541	0.044541	0.0501107
GRMZM2G420280	0	0	0	0
GRMZM2G068703	19.0009	21.7936	21.7936	19.0009
GRMZM5G868757	85.0162	70.0793	70.0793	85.0162
AC216070.2_FG005	0	0	0	0
GRMZM2G021816	23.5675	31.3436	31.3436	23.5675
GRMZM2G354525	0.16595	0.0408658	0.0408658	0.16595
GRMZM2G132748	36.4342	42.8454	42.8454	36.4342
GRMZM2G435015	0	0	0	0
GRMZM5G850966	226.984	755.499	755.499	226.984
GRMZM2G178797	338.592	15.7514	15.7514	338.592
GRMZM2G430936	0	0.201399	0.201399	0
GRMZM2G703718	0	0	0	0
GRMZM2G124809	6.92647	12.787	12.787	6.92647
GRMZM2G316033	0	0	0	0
GRMZM2G700903	0	0	0	0
GRMZM2G166230	19.8462	11.4463	11.4463	19.8462
GRMZM2G466984	0	0.107425	0.107425	0
GRMZM2G037637	0	0	0	0
AC235544.1_FG004	9.38948	8.93774	8.93774	9.38948
GRMZM2G135446	23.3483	19.0895	19.0895	23.3483
GRMZM2G049623	2.48947	3.93862	3.93862	2.48947
GRMZM2G424437	0	0	0	0
GRMZM2G032214	6.25113	6.31995	6.31995	6.25113
AC214648.3_FG005	0	0	0	0
GRMZM2G056373	18.0989	19.3197	19.3197	18.0989
GRMZM2G089962	8.52947	8.83951	8.83951	8.52947
GRMZM5G802899	0	0.100717	0.100717	0
GRMZM2G173858	60.033	11.4995	11.4995	60.033
GRMZM2G014720	67.8227	66.6186	66.6186	67.8227
GRMZM2G110109	7.29348	7.70333	7.70333	7.29348
GRMZM2G181192	439.951	370.985	370.985	439.951
GRMZM2G322717	0	0	0	0
GRMZM2G083195	11.5877	15.8932	15.8932	11.5877
GRMZM2G121176	31.9192	32.5834	32.5834	31.9192
AC208110.2_FG001	0.0624698	0.743448	0.743448	0.0624698
GRMZM2G100750	0	0	0	0
GRMZM2G110332	3.4927	0.120024	0.120024	3.4927
GRMZM2G180519	9.70967	11.2468	11.2468	9.70967
GRMZM2G026641	0	0	0	0
GRMZM5G872216	16.4954	13.1232	13.1232	16.4954
GRMZM2G011806	19.8591	4.50169	4.50169	19.8591
GRMZM2G348301	0	0	0	0
GRMZM5G820650	0	0	0	0
